id,text,Achievement,Self-direction,Hedonism,Security,Power,Stimulation,Benevolence,Universalism,Conformity,Tradition
178,since adding ability to log expansions within the base game it now does everything i want and the developer is incredibly responsive when you run into any issues ,0,1,0,0,0,0,1,0,0,0
179,very good app for tracking your games plays and value also a suggestion i have is regarding the game pricevalue with many people adding extras sleeves inserts and such to games i suggest adding am extra price box for any additional things we have added to games so the price per game can be calculated with that included with the current text boxes we can already note what has been added but not the value thank you for a great app ,1,1,0,0,0,0,0,0,0,0
181,i used to log my plays on big mobile and i have never looked back since downloading this app intuitive quick you can select rolescolors and nothing like looking at those hot hot win stats i just wish that you could save and select team names as easily as you can player roles ,1,1,0,0,0,0,0,0,0,1
182,great app just updated my purchase cost would like to know how much my collect is worth overall maybe add a price filter as well ,1,1,0,0,0,0,0,0,0,0
183,by far the best app i have found d for logging g and tracking game play stats across my collection sync to big and allows me to add games to my collectioneven before the big app was taken down from the android store this became my goto ,1,1,0,0,0,0,0,0,0,0
184,great app the description says it all and it does it all very well ,1,0,0,0,0,0,0,0,0,0
185,works great for me connects to big easy pz ,0,0,1,0,0,0,0,0,0,0
186,i really like this app does anyone know of a way to pay for the in game purchases with google play money ,0,0,1,0,0,0,0,0,0,0
187,it continues to be developed and enhanced the addition of social features to share images of your most played is 馃憤 ,0,1,0,0,0,1,1,0,0,0
188,very nice clean design makes it easy to know exactly what i am looking at and i appreciate the ability to link games directly from big that being said id love the ability to add labels to the games in my collection to further categorize them i mainly want this so i can filter out expansions from the rest of my collection but it could also be used for type of game number of players or other similar filters if it had this id give edit updated thanks ,1,1,0,0,0,0,0,1,0,0
189,great app for tracking plays and my game library always adding features and quick to push out bug fixes love it ,1,0,1,1,0,0,0,0,0,0
190,fantastic and well designed app ,0,0,1,0,0,0,0,0,0,0
191,absolutely loving it app works quite well and has basically every feature i would want definitely worth the price and i cannot wait to see the stats once i get everything i tracked by hand until now in one feature id like is better solo support and most importantly a better way to link expansions to the base game instead of just writing them in that would make this a app edit added in what i was wanting app is absolutely great excited for every new feature updated to stars ,1,1,1,0,0,1,0,0,0,0
192,by far the most useful and comprehensive app for tracking board game plays easy to use and with a ton of extra features its well worth supporting ,1,0,0,0,0,0,0,0,0,0
193,absolutely amazing app and essential if you are a keen longer of plays the new update with the ability to include expansions to plays of games is game changing challenges and deep stats is just the cherry on the top ,1,1,0,0,0,1,0,0,0,0
194,this app is great and tracks so many statistics its literally the best option out there one suggestion to the dev for the challenge filters it would be cool if there was a must win condition for the game to count ,1,1,0,0,0,1,0,0,0,0
195,this is my favourite companion app for my board gaming ,0,1,0,0,0,0,0,0,0,0
196,loving this app its a stat nuts dream my only grape is you cannot see your game ratings from boardgamegeek ,0,0,1,0,0,0,0,0,0,0
197,awesome app for keeping track of your board game playthroughs ,1,0,0,0,0,0,0,0,0,0
198,great app with plenty of features to track games played love the interface with big to keep my collection up to date cannot wait for expansion tracking feature soon ,0,0,0,0,0,1,0,0,0,0
199,i love this app and how it integrates with board game geek the semiregular updates are generally things i find that i wanted and did not know that i wanted them ,0,1,0,0,0,1,0,0,0,0
